Tempo,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17
0.37000000000000016,0,405,1,422,1,0,0,0,161,0,1,1,9436,2352,-11612,-106,114,-98
0.38000000000000017,32,525,1,525,0,1,0,0,161,44,0,1,9400,2252,-11656,-92,82,-103
0.3900000000000002,43,511,1,527,0,0,0,1,161,65,1,0,9416,2300,-11580,-103,99,-94
0.4000000000000002,64,484,1,532,0,1,0,1,161,72,1,0,9392,2324,-11616,-86,91,-87
0.4100000000000002,59,291,1,442,0,1,0,1,161,81,1,1,9368,2376,-11640,-86,108,-93
0.4200000000000002,56,216,1,387,0,1,0,2,161,65,1,0,9432,2280,-11608,-95,99,-105
0.4300000000000002,46,148,1,338,0,0,1,0,161,48,1,0,9424,2380,-11608,-70,119,-102
0.4400000000000002,45,168,0,330,0,1,1,0,161,47,0,1,9484,2388,-11572,-84,81,-86
0.45000000000000023,0,70,1,257,0,1,0,0,161,1,0,1,9416,2308,-11692,-107,78,-103
0.46000000000000024,0,153,0,278,1,1,0,1,161,0,0,1,9460,2360,-11508,-89,79,-109
0.47000000000000025,0,422,0,422,1,0,0,0,161,0,1,1,9440,2464,-11640,-79,90,-100
0.48000000000000026,45,520,0,522,1,1,0,1,161,66,1,1,9408,2216,-11480,-107,101,-96
0.49000000000000027,46,516,0,523,0,0,0,1,161,65,1,1,9376,2344,-11632,-106,78,-89
0.5000000000000002,70,475,1,533,0,1,1,1,161,72,1,0,9484,2392,-11504,-98,96,-86
0.5100000000000002,59,275,1,431,0,1,0,1,161,79,0,2,9460,2300,-11612,-81,109,-110
0.5200000000000002,58,272,0,424,0,1,0,1,161,78,1,1,9356,2432,-11604,-79,74,-89
0.5300000000000002,41,131,1,331,0,1,0,1,161,44,0,1,9464,2360,-11632,-93,93,-81
0.5400000000000003,0,60,1,262,0,1,0,0,161,0,0,1,9436,2396,-11620,-110,83,-99
0.5500000000000003,0,196,0,300,1,0,0,0,161,0,0,1,9428,2284,-11712,-86,98,-80
0.5600000000000003,33,525,0,521,0,1,0,1,161,50,0,0,9472,2336,-11724,-95,103,-104
0.5700000000000003,33,515,0,521,0,1,1,0,161,51,1,0,9440,2352,-11536,-83,101,-99
0.5800000000000003,46,500,1,529,0,1,0,1,161,68,1,0,9312,2412,-11568,-91,105,-98
0.5900000000000003,69,462,1,533,0,1,1,1,160,76,1,0,9384,2260,-11548,-85,95,-107
0.6000000000000003,67,359,1,500,0,1,1,1,161,83,1,0,9428,2408,-11624,-93,101,-93
0.6100000000000003,57,264,1,424,0,1,1,1,161,74,1,0,9428,2252,-11636,-95,87,-103
0.6200000000000003,53,192,1,372,0,1,0,1,161,59,1,0,9356,2312,-11732,-94,96,-97
0.6300000000000003,3,60,1,286,0,1,0,0,161,17,0,1,9540,2416,-11560,-96,85,-109
0.6400000000000003,0,115,0,276,1,0,0,0,162,0,0,1,9428,2428,-11548,-89,111,-104
0.6500000000000004,0,199,1,311,0,1,0,1,161,0,0,1,9488,2328,-11500,-88,92,-101
0.6600000000000004,14,497,1,505,1,1,0,1,161,26,0,1,9360,2500,-11644,-80,109,-89
0.6700000000000004,35,512,1,528,0,1,1,1,162,56,1,0,9332,2356,-11496,-90,98,-89
0.6800000000000004,69,448,1,534,0,1,0,1,161,77,0,0,9360,2320,-11532,-90,83,-106
0.6900000000000004,60,336,1,487,0,1,0,1,161,83,1,0,9300,2284,-11556,-118,107,-122
0.7000000000000004,73,444,1,533,1,0,0,1,161,77,0,1,9308,2408,-11528,-76,98,-97
0.7100000000000004,56,250,1,415,0,1,0,1,161,71,0,1,9320,2368,-11536,-85,105,-106
0.7200000000000004,57,248,0,408,0,0,0,1,161,70,1,1,9456,2296,-11700,-92,101,-97
0.7300000000000004,51,180,1,364,0,0,1,1,161,56,1,0,9464,2352,-11652,-105,106,-101
0.7400000000000004,57,256,1,413,1,1,0,1,161,69,0,1,9348,2320,-11548,-100,89,-105
0.7500000000000004,56,244,0,405,0,0,1,0,161,69,1,2,9384,2328,-11616,-88,103,-103
0.7600000000000005,55,243,0,404,0,1,1,1,161,69,1,1,9516,2440,-11596,-77,106,-86
0.7700000000000005,51,176,1,361,0,1,1,1,161,55,1,0,9384,2328,-11644,-98,86,-96
0.7800000000000005,0,48,1,277,0,1,0,1,161,10,0,1,9368,2348,-11572,-94,93,-97
0.7900000000000005,0,164,0,289,0,1,0,0,161,0,1,1,9464,2380,-11464,-88,97,-96
0.8000000000000005,26,529,0,505,1,0,0,0,162,37,0,0,9460,2308,-11644,-93,103,-100
0.8100000000000005,26,511,0,506,0,0,1,1,161,37,1,0,9320,2384,-11512,-101,120,-110
0.8200000000000005,0,444,0,467,1,0,0,0,161,0,0,0,9436,2308,-11644,-87,110,-99
0.8300000000000005,57,490,0,525,1,0,0,1,161,69,1,1,9392,2392,-11464,-86,103,-105
0.8400000000000005,58,488,1,523,0,1,0,1,162,70,0,1,9528,2344,-11672,-98,119,-94
0.8500000000000005,75,425,1,534,0,1,1,1,161,82,1,0,9440,2380,-11704,-77,108,-94
0.8600000000000005,61,308,1,457,0,1,1,1,161,83,1,0,9416,2400,-11540,-91,109,-106
0.8700000000000006,60,303,0,449,0,1,0,2,161,85,1,1,9424,2284,-11712,-106,111,-113
0.8800000000000006,78,419,1,532,1,1,0,1,161,79,1,0,9368,2344,-11648,-69,104,-109
0.8900000000000006,79,418,0,527,0,1,1,1,161,82,1,1,9368,2388,-11496,-72,98,-99
0.9000000000000006,56,226,1,398,0,1,0,1,161,66,0,1,9360,2312,-11700,-82,77,-84
0.9100000000000006,22,85,2,303,0,1,0,0,161,30,1,1,9456,2296,-11600,-78,105,-110
0.9200000000000006,0,70,1,266,0,0,1,1,161,5,1,0,9468,2368,-11540,-92,81,-87
0.9300000000000006,0,268,0,326,1,0,0,0,161,0,0,0,9392,2272,-11496,-84,76,-101
0.9400000000000006,31,517,0,522,2,1,0,0,161,41,0,1,9396,2404,-11488,-109,77,-97
0.9500000000000006,41,505,1,528,0,1,0,1,161,62,0,0,9404,2328,-11420,-83,88,-86
0.9600000000000006,77,406,1,528,0,1,0,1,161,82,0,2,9420,2468,-11600,-94,88,-102
0.9700000000000006,60,292,1,445,0,1,1,1,161,83,1,0,9432,2368,-11612,-85,105,-98
0.9800000000000006,54,217,1,391,0,0,0,1,162,64,1,0,9472,2404,-11612,-97,103,-105
0.9900000000000007,54,215,0,382,0,1,0,1,161,64,1,1,9444,2388,-11552,-112,124,-106
1.0000000000000007,60,288,1,441,1,0,0,1,161,83,1,1,9492,2308,-11448,-87,101,-101
1.0100000000000007,59,284,0,434,0,1,1,1,161,82,1,1,9360,2460,-11592,-95,110,-95
1.0200000000000007,53,212,1,386,0,1,1,1,161,63,1,0,9464,2228,-11576,-102,117,-101
1.0300000000000007,59,284,1,437,1,1,0,1,162,80,1,0,9376,2376,-11508,-70,87,-95
1.0400000000000007,42,138,1,338,0,2,0,1,161,46,1,1,9428,2356,-11424,-80,116,-86
1.0500000000000007,14,94,1,294,0,0,1,1,161,23,1,1,9440,2444,-11468,-88,91,-79
1.0600000000000007,0,114,1,273,1,0,0,0,161,0,0,1,9388,2388,-11600,-103,74,-106
1.0700000000000007,0,193,1,307,0,1,0,0,161,0,0,1,9420,2328,-11400,-91,97,-100
1.0800000000000007,3,489,1,500,2,1,0,0,161,13,0,1,9484,2380,-11592,-88,82,-100
1.0900000000000007,44,499,1,530,0,1,0,1,161,65,0,1,9384,2400,-11604,-82,118,-116
1.1000000000000008,46,498,0,522,0,0,1,1,161,65,1,1,9484,2428,-11616,-90,99,-101
1.1100000000000008,70,465,1,533,0,1,0,1,161,73,1,1,9456,2368,-11624,-91,110,-93
1.1200000000000008,71,366,1,504,0,1,0,1,161,83,1,0,9428,2340,-11456,-82,87,-92
1.1300000000000008,54,194,1,375,0,1,0,1,161,59,0,1,9436,2348,-11468,-78,100,-117
1.1400000000000008,53,197,0,366,0,1,1,1,161,60,0,1,9440,2364,-11736,-80,86,-101
1.1500000000000008,38,128,1,327,0,1,1,1,161,42,1,0,9388,2284,-11612,-94,90,-81
1.1600000000000008,0,67,1,264,0,1,0,0,161,0,1,1,9384,2328,-11656,-83,88,-79
1.1700000000000008,0,327,0,374,0,1,0,0,161,0,0,0,9464,2356,-11552,-90,112,-100
1.1800000000000008,13,493,1,505,0,1,0,1,161,24,0,1,9412,2320,-11628,-96,106,-98
1.1900000000000008,35,513,1,528,0,0,0,1,161,56,1,0,9356,2444,-11564,-96,104,-111
1.2000000000000008,35,511,0,521,0,1,0,0,161,56,1,0,9384,2392,-11548,-76,86,-121
1.2100000000000009,52,495,1,528,0,1,1,1,161,68,1,0,9336,2432,-11664,-92,84,-91
1.2200000000000009,60,331,1,483,0,2,0,1,162,82,0,1,9468,2372,-11492,-90,114,-114
1.2300000000000009,60,326,0,475,0,1,1,1,161,83,1,1,9464,2424,-11672,-73,105,-110
1.2400000000000009,61,322,0,472,0,1,1,1,161,84,1,1,9412,2404,-11720,-98,87,-96
1.2500000000000009,51,176,1,362,0,1,0,1,161,55,0,1,9372,2332,-11532,-93,80,-95
1.260000000000001,0,47,1,277,0,1,0,1,161,11,0,1,9420,2360,-11588,-92,108,-89
1.270000000000001,0,125,1,280,1,1,0,1,161,0,0,1,9428,2408,-11584,-100,96,-85
1.280000000000001,0,351,0,387,0,0,0,0,161,0,1,1,9420,2356,-11644,-96,99,-89
1.290000000000001,56,491,0,525,0,0,0,1,161,67,0,1,9360,2404,-11568,-84,111,-98
1.300000000000001,74,429,1,535,0,1,1,1,161,80,1,0,9356,2344,-11512,-84,95,-82
1.310000000000001,53,232,1,404,0,1,0,1,161,66,1,1,9368,2340,-11640,-74,105,-89
1.320000000000001,48,165,1,356,0,1,0,1,162,52,1,0,9408,2324,-11572,-96,96,-94
1.330000000000001,0,46,1,270,0,1,0,1,162,7,0,1,9388,2344,-11624,-107,92,-91
1.340000000000001,0,174,0,292,0,0,0,0,161,0,0,1,9472,2424,-11552,-90,88,-81
1.350000000000001,29,532,1,513,0,0,0,1,161,39,0,0,9432,2400,-11728,-85,93,-105
1.360000000000001,39,507,1,528,0,1,1,1,162,62,1,0,9404,2460,-11640,-88,101,-105
1.370000000000001,38,503,0,521,0,0,0,1,162,62,1,0,9496,2324,-11608,-78,106,-93
1.380000000000001,63,484,1,531,0,1,1,1,161,70,1,0,9364,2416,-11644,-78,113,-85
1.390000000000001,77,409,1,528,0,1,0,1,161,80,1,0,9468,2372,-11676,-86,108,-101
1.400000000000001,79,405,0,520,0,1,1,1,162,81,1,1,9384,2292,-11712,-98,99,-110
1.410000000000001,59,291,1,445,0,1,1,1,161,82,1,0,9472,2360,-11576,-93,84,-102
1.420000000000001,54,216,1,390,0,1,1,1,162,63,1,0,9460,2320,-11428,-82,104,-104
1.430000000000001,55,213,0,381,0,0,1,1,161,64,1,1,9436,2320,-11512,-91,97,-89
1.440000000000001,16,74,1,295,0,1,0,1,161,25,0,1,9480,2252,-11480,-88,83,-112
1.450000000000001,0,82,1,267,0,1,0,0,161,0,1,1,9436,2308,-11540,-75,95,-94
1.460000000000001,0,416,0,422,1,1,0,0,161,0,0,0,9372,2256,-11472,-72,110,-107
1.470000000000001,33,519,1,527,0,1,0,1,162,46,0,1,9368,2492,-11776,-98,94,-101
1.480000000000001,43,508,1,529,0,1,0,1,161,64,1,1,9376,2340,-11744,-79,95,-97
1.490000000000001,75,386,1,513,0,1,0,2,161,84,0,1,9584,2376,-11680,-73,105,-109
1.500000000000001,74,383,0,504,0,1,1,1,162,86,1,1,9412,2272,-11596,-89,107,-108
1.5100000000000011,73,379,0,501,0,1,0,1,161,84,1,1,9396,2352,-11600,-68,98,-84
1.5200000000000011,55,204,1,374,0,1,0,1,161,62,0,1,9468,2512,-11684,-99,104,-97
1.5300000000000011,41,135,1,324,0,1,0,1,161,43,1,0,9320,2420,-11588,-126,99,-99
1.5400000000000011,5,92,1,281,0,0,0,0,161,19,1,1,9420,2244,-11648,-33,105,-89
1.5500000000000012,0,136,1,263,1,0,0,0,160,0,1,1,9272,2124,-11664,-20,141,-102
